36951
CABYR
CACNA1E
CACNB4
CAD
CALCOCO1
CALCOCO2
CALHM2
CALML4
CAMK1
CAMK2A
CAMK2D
CAMK2G
CAMKMT
CAND1
CAP1
CAPG
CAPN1
CAPN2
CAPN5
CAPN7
CAPRIN2
CARD11
CARD16
CARD17
CARD8
CARD9
CARKD
CARNS1
CARS2
CASC4
CASK
CASP1
CASP10
CASP3
CASP5
CASP6
CASP7
CASP8
CASP8AP2
CASZ1
CAT
CATSPER2
CBFA2T2
CBFA2T3
CBL
CBLL1
CBR1
CBR4
CBX1
CC2D1A
CCAR1
CCBL1
CCDC104
CCDC107
CCDC111
CCDC112
CCDC115
CCDC12
CCDC125
CCDC130
CCDC137
CCDC138
CCDC14
CCDC146
CCDC149
CCDC15
CCDC157
CCDC159
CCDC167
CCDC18
CCDC19
CCDC22
CCDC25
CCDC28A
CCDC30
CCDC34
CCDC41
CCDC43
CCDC53
CCDC57
CCDC58
CCDC62
CCDC65
CCDC71
CCDC84
CCDC85B
CCDC88B
CCDC90A
CCDC92
CCDC93
CCDC97
CCL2
CCL22
CCL24
CCL7
CCNB1
CCNC
CCND3
CCNF
CCNJ
CCNJL
CCNL1
CCNY
CCNYL1
CCR2
CCR4
CCR7
CCR9
CCRL2
CCT3
CCT4
CCT5
CCT6B
CCT8
CD101
CD109
CD160
CD163
CD164
CD180
CD19
CD1A
CD1C
CD1D
CD1E
CD200
CD200R1
CD22
CD244
CD24P4
CD27
CD2AP
CD300A
CD300LB
CD300LF
CD302
CD33
CD34
CD36
CD38
CD3E
CD3G
CD4
CD44
CD5
CD52
CD53
CD6
CD69
CD72
CD79B
CD82
CD86
CD9
CD96
CD97
CDA
CDADC1
CDC123
CDC23
CDC25B
CDC26
CDC27
CDC37L1
CDC40
CDC42EP2
CDC42SE2
CDC6
CDCA7L
CDCP1
CDH23
CDK10
CDK12
CDK14
CDK17
CDK19
CDK2AP2
CDK4
CDK5
CDK5R1
CDK5RAP1
CDK5RAP3
CDK6
CDK8
CDK9
CDKL5
CDKN1B
CDKN2AIP
CDNF
CDR2
CDS2
CDYL
CDYL2
CEACAM1
CEACAM21
CEACAM3
CEACAM4
CEBPA
CEBPZ
CECR1
CECR5
CELSR1
CENPC1
CENPH
CENPJ
CENPV
CEP104
CEP120
CEP164
CEP19
CEP290
CEP41
CEP68
CEP76
CEP78
CEP89
CEP95
CEP97
CERK
CERS4
CERS5
CERS6
CETN2
CFDP1
CFL1
CFP
CGRRF1
CHAMP1
CHCHD3
CHCHD6
CHCHD7
CHCHD8
CHD1
CHD2
CHD6
CHD7
CHD8
CHEK1
CHFR
CHI3L1
CHI3L2
CHIC2
CHID1
CHKA
CHM
CHML
CHMP1B
CHMP4B
CHMP7
CHN2
CHPT1
CHRNE
CHST10
CHST7
CHTOP
CIAPIN1
CIB1
CIDEB
CIITA
CIR1
CIRBP
CIRH1A
CISD1
CISH
CITED4
CKS2
CLC
CLCC1
CLCN4
CLCN5
CLCN6
CLDN15
CLEC10A
CLEC12A
CLEC12B
CLEC16A
CLEC17A
CLEC4A
CLEC4C
CLEC4D
CLEC4E
CLEC4G
CLEC6A
CLIP4
CLMN
CLN6
CLN8
CLNS1A
CLOCK
CLP1
CLPB
CLPP
CLPX
CLSTN3
CLTA
CLTC
CLUAP1
CLYBL
CMC1
CMKLR1
CMTM2
CMTM6
CNBP
CNDP1
CNDP2
CNEP1R1
CNIH2
CNKSR1
CNNM2
CNNM3
CNOT1
CNOT10
CNOT2
CNOT6L
CNOT8
CNPY3
CNPY4
CNR2
CNTLN
CNTNAP3
CNTRL
CNTROB
COA5
COBRA1
COCH
COG1
COG3
COG4
COG5
COL19A1
COL6A3
COLQ
COMMD10
COMMD2
COMMD3
COMT
COPA
COPB1
COPG1
COPS4
COPS6
COPZ1
COQ5
COQ6
COQ9
CORO1A
CORO2B
CORO7
COX11
COX15
COX20
COX4I1
CPA3
CPEB3
CPNE2
CPNE3
CPNE5
CPNE8
CPPED1
CPQ
CPSF1
CPSF3L
CPSF7
CPT2
CR1
CR1L
CR2
CRABP2
CRADD
CRCP
CREB1
CREB5
CREBBP
CREBL2
CRELD1
CREM
CRIP1
CRIP3
CRISP3
CRISPLD2
CRK
CRKL
CRNKL1
CRTAM
CRTC1
CRTC2
CRY1
CRYBG3
CRYZ
CSDE1
CSE1L
CSF1
CSF1R
CSF2RB
CSF3R
CSGALNACT2
CSNK1D
CSNK1E
CSNK1G1
CSNK1G3
CSNK2A1
CSNK2A1P
CSNK2A2
CSRNP1
CSRP1
CST7
CSTA
CSTF1
CSTF2
CSTF2T
CTB-114C7.3
CTBP1
CTBP2
CTCF
CTD-3203P2.1
CTDP1
CTDSP1
CTDSP2
CTDSPL2
CTH
CTNNA1
CTNNB1
CTNND1
CTNS
CTPS2
CTR9
CTSC
CTSL1
CTSS
CTSZ
CUEDC1
CUL2
CUL3
CUL5
CUL7
CUTA
CUTC
CWC22
CWF19L1
CX3CR1
CXCL16
CXCL2
CXCL3
CXCL5
CXCR1
CXCR2
CXCR3
CXCR4
CXCR6
CXorf21
CXorf56
CXorf65
CXXC11
CXXC5
CYB561D2
CYB5A
CYB5D1
CYB5RL
CYBASC3
CYBB
CYBRD1
CYCS
CYFIP1
CYFIP2
CYHR1
CYLD
CYP1B1
CYP2R1
CYP4F22
CYP4F3
CYP4V2
CYSLTR1
CYTIP
CYYR1
DAAM1
DACT1
DAD1
DAGLA
DAK
DAPK1
DAPK2
DARS2
DAZAP1
DBI
DBNL
DBR1
DCAF10
DCAF11
DCAF15
DCAF16
DCAF5
DCAF6
DCAF7
DCP1A
DCTN1
DCTN3
DCTN4
DCTN5
DCTN6
DCUN1D1
DCUN1D2
DCUN1D3
DCUN1D5
DCXR
DDB2
DDHD1
DDI2
DDR2
DDX1
DDX10
DDX17
DDX20
DDX24
DDX26B
DDX42
DDX50
DDX58
DDX6
DDX60
DDX60L
DEAF1
DECR1
DEF6
DEF8
DEM1
DENND1A
DENND1B
DENND1C
DENND2D
DENND4A
DENND4B
DENND5A
DENND5B
DEPTOR
DERA
DERL2
DERL3
DET1
DEXI
DFFA
DFFB
DGAT1
DGCR8
DGKG
DGKH
DHCR24
DHFR
DHODH
DHPS
DHRS11
DHRS3
DHTKD1
DHX15
DHX29
DHX30
DHX35
DHX36
DHX37
DHX38
DHX57
DHX8
DHX9
DIAPH1
DIAPH2
DIEXF
DIP2B
DIP2C
DIRC2
DIS3
DISC1
DISP1
DKC1
DKK3
DLD
DLEU1
DMAP1
DMTF1
DMXL1
DNAAF2
DNAH17
DNAJA1
DNAJA3
DNAJA4
DNAJB11
DNAJB14
DNAJB5
DNAJC10
DNAJC13
DNAJC14
DNAJC18
DNAJC5
DNAJC7
DNAJC9
DNASE1
DNASE2
DNHD1
DNMT1
DOCK11
DOCK2
DOCK4
DOCK5
DOCK8
DOK1
DOK2
DOLPP1
DOM3Z
DOPEY2
DOT1L
DPAGT1
DPEP2
DPF3
DPH1
DPH3
DPM1
DPP3
DPP4
DPP8
DPY19L3
DPY19L4
DPY30
DPYD
DPYSL2
DPYSL3
DRAM1
DRG1
DROSHA
DSC1
DSC2
DSE
DSP
DSTYK
DTHD1
DTL
DTWD1
DTWD2
DTX1
DTX3L
DTX4
DTYMK
DUS4L
DUSP1
DUSP11
DUSP12
DUSP14
DUSP16
DUSP18
DUSP2
DUSP22
DUSP23
DUSP28
DUSP3
DUSP4
DUSP5
DUSP8
DUT
DYNC1H1
DYNC1LI2
DYNLL1
DYNLT1
DYRK1A
DYRK2
DYRK4
DYSF
DZIP3
EAF2
EAPP
EARS2
EBP
ECH1
ECHDC1
ECHS1
ECI1
ECT2
EDC4
EEA1
EEF1A1
EEF1DP3
EFCAB11
EFCAB4B
EFCAB7
EFEMP2
EFHC1
EFHC2
EFNA1
EFNA3
EFNA4
EFTUD1
EGLN1
EGR1
EGR3
EHBP1
EHMT2
EID2B
EIF1AD
EIF1B
EIF2AK4
EIF2B2
EIF2B3
EIF2B5
EIF2C2
EIF2C3
EIF3J
EIF3M
EIF4A2
EIF4A3
EIF4EBP2
EIF4G3
EIF5A2
ELAC1
ELF1
ELF2
ELFN1
ELK1
ELK3
ELK4
ELL2
ELMO1
ELMOD2
ELMOD3
ELOVL4
ELOVL6
ELP3
ELP4
EMG1
EML2
EML4
EMP1
EMR3
ENAH
ENG
ENOX2
ENPP2
ENPP5
ENTPD1
ENTPD5
ENY2
EP300
EPAS1
EPB41L3
EPB41L4A
EPB41L4A-AS1
EPC1
EPC2
EPHA4
EPHB1
EPHB4
EPHB6
EPHX1
EPHX2
EPRS
EPS15L1
EPT1
ERBB2
ERCC1
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6
ERF
ERH
ERLEC1
ERMAP
ERMN
ERMP1
ERV3-1
ESCO2
ESF1
ESYT1
ETAA1
ETFDH
EVI2A
EVL
EXOC4
EXOC6
EXOC7
EXOG
EXOSC3
EXOSC5
EXT1
EXTL3
EZR
F5
FABP5
FADD
FADS1
FADS2
FADS3
FAF1
FAF2
FAIM3
FAM102A
FAM102B
FAM103A1
FAM104A
FAM104B
FAM107B
FAM108B1
FAM111A
FAM111B
FAM113A
FAM116A
FAM117A
FAM118A
FAM118B
FAM120A
FAM122B
FAM122C
FAM125A
FAM125B
FAM127A
FAM129A
FAM129B
FAM129C
FAM131A
FAM134A
FAM13A
FAM149B1
FAM151B
FAM156A
FAM160B1
FAM161B
FAM165B
FAM167A
FAM168B
FAM169A
FAM172BP
FAM173A
FAM173B
FAM175A
FAM175B
FAM177A1
FAM177B
FAM178A
FAM179B
FAM185A
FAM188A
FAM18B1
FAM190A
FAM190B
FAM198B
FAM206A
FAM208A
FAM208B
FAM209A
FAM20A
FAM20C
FAM214A
FAM218A
FAM219A
FAM219B
FAM26F
FAM48A
FAM50A
FAM53C
FAM54B
FAM60A
FAM63A
FAM65B
FAM73A
FAM76A
FAM76B
FAM83G
FAM86DP
FAM8A1
FAM96A
FANCC
FANCE
FANCF
FANCM
FAR2
FARP2
FARS2
FASN
FASTKD1
FASTKD2
FASTKD3
FBF1
FBLN2
FBLN7
FBN2
FBP1
FBRS
FBXL13
FBXL19
FBXL3
FBXO10
FBXO11
FBXO18
FBXO25
FBXO28
FBXO3
FBXO30
FBXO31
FBXO32
FBXO34
FBXO38
FBXO4
FBXO41
FBXO42
FBXO6
FBXO7
FBXO8
FBXW11
FBXW4
FBXW5
FBXW8
FCER1A
FCER2
FCGR2A
FCGR2B
FCGR3A
FCGRT
FCHO1
FCHO2
FCHSD2
FCN1
FCRL1
FCRL2
FCRL3
FCRL5
FCRL6
FCRLA
FDPS
FDX1
FEM1B
FEM1C
FEN1
FES
FFAR2
FGD2
FGD3
FGD4
FGF9
FGFR1
FGFR1OP
FGFR1OP2
FGFRL1
FGGY
FGL2
FGR
FIBP
FIG4
FIGNL1
FIP1L1
FKBP15
FKBP4
FKBP5
FKBP7
FLCN
FLI1
FLII
FLNB
FLOT2
FLT3
FMNL3
FMO4
FMO5
FN3KRP
FNBP1L
FNBP4
FNIP1
FNIP2
FNTA
FNTB
FOS
FOSB
FOSL2
FOXJ2
FOXK1
FOXO1
FOXP4
FOXRED2
FPGS
FPR1
FPR2
FRAT2
FRG1B
FRMD6
FRS2
FRS3
FRY
FRYL
FSD1
FTH1P10
FTH1P4
FTO
FTSJ1
FTSJ2
FUCA2
FUNDC1
FURIN
FUT5
FUT7
FUT8
FUZ
FXN
FXR1
FXYD7
FYB
FYCO1
FYTTD1
FZD2
FZD6
FZR1
G2E3
G6PD
GAA
GAB2
GAB3
GABARAPL1
GABARAPL2
GABARAPL3
GABBR1
GABPA
GABPB1
GABPB2
GABRR2
GADD45G
GALK1
GALK2
GALM
GALNS
GALNT1
GALNT11
GALNT12
GALR2
GAN
GAPT
GAPVD1
GAS2L3
GATAD1
GATM
GATS
GBA2
GBAP1
GBF1
GBGT1
GCA
GCC2
GCDH
GCET2
GCH1
GCHFR
GCN1L1
GCNT1
GCNT2
GCNT4
GDE1
GDF11
GDI2
GDPD3
GDPD5
GEM
GEMIN2
GEN1
GET4
GFI1
GFM1
GFM2
GFPT1
GFRA2
GGA2
GGCT
GGNBP2
GHDC
GIMAP1
GIMAP2
GIMAP4
GIMAP6
GIMAP7
GIMAP8
GINS4
GLB1
GLCE
GLG1
GLIPR1
GLIPR2
GLMN
GLOD4
GLRX
GLRXP3
GLS
GLT1D1
GLT25D1
GMDS
GMEB1
GMEB2
GMFB
GMPPA
GMPR2
GNA11
GNA12
GNA13
GNA15
GNAI2
GNAQ
GNB5
GNE
GNG3
GNG4
GNG7
GNGT2
GNL3
GNMT
GNPDA2
GNRH1
GNS
GOLGA3
GOLGA4
GOLGA7B
GOLGB1
GOLM1
GOLPH3L
GOLT1B
GORAB
GORASP1
GORASP2
GOSR1
GOSR2
GOT2
GPA33
GPAA1
GPATCH3
GPATCH8
GPBAR1
GPBP1
GPBP1L1
GPCPD1
GPD1L
GPD2
GPHN
GPM6A
GPN2
GPNMB
GPR107
GPR108
GPR114
GPR124
GPR132
GPR133
GPR135
GPR137B
GPR141
GPR155
GPR162
GPR171
GPR18
GPR52
GPR56
GPR65
GPR75
GPRASP1
GPRC5B
GPRIN3
GPSM2
GPSM3
GPX3
GRAMD3
GRAMD4
GRIPAP1
GRK5
GRK6
GRM2
GRPEL2
GSDMB
GSDMD
GSK3A
GSK3B
GSN
GSPT1
GSR
GSS
GSTA4
GSTK1
GSTM3
GSTM4
GTDC1
GTF2B
GTF2E1
GTF2H1
GTF2H5
GTF2IRD1
GTF3C2
GTF3C3
GTF3C4
GTPBP4
GTSF1
GTSF1L
GUCA1B
GUF1
GUSB
GVINP1
GYLTL1B
GYPC
GYS1
GZMA
GZMB
GZMH
H2BFXP
HAAO
HABP4
HADH
HAGH
HAL
HARS2
HAT1
HAUS1
HAUS4
HAUS6
HAVCR2
HBP1
HBS1L
HCCS
HCFC1
HCFC2
HCK
HCLS1
HCST
HDAC1
HDAC10
HDAC5
HDAC6
HDAC8
HDAC9
HDDC2
HDHD1
HDHD2
HDLBP
HDX
HEATR1
HEATR2
HEATR3
HEATR5A
HEATR5B
HEBP1
HECA
HECTD1
HEMK1
HERC1
HERC2
HERC2P3
HERC4
HEXDC
HEXIM1
HEY1
HGD
HHAT
HHLA3
HIAT1
HIBADH
HIBCH
HIC1
HIC2
HIF1A
HILPDA
HINT2
HIP1
HIP1R
HIST1H1B
HIST1H1C
HIST1H1D
HIST1H2AB
HIST1H2AH
HIST1H2AL
HIST1H2AM
HIST1H2BB
HIST1H2BD
HIST1H2BF
HIST1H2BG
HIST1H2BK
HIST1H2BM
HIST1H2BO
HIST1H3A
HIST1H3J
HIST1H4A
HIST1H4B
HIST1H4C
HIST2H2BE
HIVEP1
HK2
HK3
HKR1
HLA-DMB
HLA-DOA
HLA-DOB
HLA-DQA2
HLA-DQB1
HLA-L
HLTF
HMBOX1
HMBS
HMGCL
HMGCR
HMGN2P28
HMGN3
HMGN4
HMGXB3
HMGXB4
HMOX1
HMOX2
HN1
HN1L
HNRNPA1L2
HNRNPA1P12
HNRNPH2
HNRNPL
HNRNPU-AS1
HNRNPUL1
HNRPLL
HOMER2
HOOK2
HOPX
HORMAD1
HP
HP1BP3
HPCAL1
HPS3
HPS4
HPS6
HPSE
HRH2
HRH4
HRK
HRSP12
HS1BP3
HS2ST1
HS3ST1
HSBP1
HSD17B11
HSD17B12
HSD17B4
HSD17B8
HSDL2
HSF2
HSP90AB1
HSP90B1
HSPA13
HSPA1B
HSPA1L
HSPA4
HSPA6
HSPA8
HSPA9
HSPB1
HSPD1
HTATIP2
HTRA4
HUS1B
HVCN1
HYOU1
ICAM2
ICAM3
ICAM4
ICMT
ICOS
ICOSLG
IDH1
IER2
IER3
IFFO1
IFI35
IFIH1
IFIT2
IFITM10
IFITM2
IFNG
IFNGR1
IFRD1
IFT122
IFT172
IFT27
IFT46
IFT80
IGF2R
IGFBP7
IGFLR1
IGHV5-78
IGJ
IGKV4-1
IGLV9-49
IGSF6
IGSF8
IKBKB
IKBKE
IKZF2
IKZF4
IL12RB1
IL12RB2
IL13RA1
IL17RA
IL18
IL1A
IL1R1
IL21R
IL2RG
IL31RA
IL32
IL34
IL5RA
IL6R
IL7
ILDR1
ILDR2
ILF3
ILK
IMMP1L
IMP4
IMPA2
IMPAD1
IMPDH1
IMPDH2
ING1
ING2
INO80B
INO80D
INPP4A
INPP4B
INPP5A
INPP5B
INPPL1
INSIG1
INSIG2
INSR
INTS12
INTS3
INTS5
INTS7
INTS9
INVS
IP6K1
IPCEF1
IPMK
IPO13
IPP
IPPK
IQCE
IQCG
IQCK
IQGAP1
IQGAP2
IRAK1
IRAK1BP1
IRAK2
IREB2
IRF1
IRF2
IRF3
IRF7
IRF8
ISCA2
ISCU
ISG20
ISOC1
ISOC2
IST1
ITGA3
ITGA4
ITGA5
ITGA6
ITGAE
ITGAL
ITGAM
ITGB1BP1
ITGB1BP2
ITGB2
ITGB3
ITGB7
ITGB8
ITM2B
ITPK1
ITPKB
ITPR1
ITSN1
IWS1
JAGN1
JAK2
JAKMIP2
JAM3
JARID2
JAZF1
JHDM1D
JMJD4
JOSD1
JOSD2
JUN
JUNB
JUP
KANSL1L
KANSL3
KAT2A
KAT2B
KAT5
KAT6A
KAT6B
KATNA1
KATNAL1
KATNB1
KBTBD4
KBTBD6
KBTBD7
KCMF1
KCNE1
KCNG1
KCNH4
KCNH8
KCNJ15
KCNJ2
KCNK6
KCNQ1
KCNQ5
KCTD1
KCTD10
KCTD12
KCTD18
KCTD2
KCTD20
KCTD21
KCTD3
KCTD5
KCTD7
KCTD9
KDM1B
KDM2B
KDM3A
KDM4B
KDM4C
KDM5A
KDM5B
KDM5C
KDM6A
KHDRBS2
KHNYN
KIAA0040
KIAA0100
KIAA0141
KIAA0146
KIAA0195
KIAA0196
KIAA0240
KIAA0317
KIAA0319L
KIAA0430
KIAA0564
KIAA0586
KIAA0825
KIAA0913
KIAA0922
KIAA0930
KIAA0947
KIAA1009
KIAA1107
KIAA1147
KIAA1257
KIAA1274
KIAA1324
KIAA1328
KIAA1377
KIAA1383
KIAA1407
KIAA1429
KIAA1467
KIAA1598
KIAA1609
KIAA1683
KIAA1704
KIAA1797
KIAA1841
KIAA1958
KIAA1967
KIAA2018
KIAA2026
KIF13A
KIF16B
KIF1B
KIF1C
KIF22
KIF27
KIF3C
KIFC2
KIN
KIT
KLC4
KLF10
KLF3
KLF4
KLF6
KLF8
KLHDC2
KLHL12
KLHL14
KLHL17
KLHL2
KLHL20
KLHL22
KLHL24
KLHL26
KLHL28
KLHL36
KLHL5
KLHL7
KLRAP1
KLRC1
KLRD1
KLRF1
KLRG1
KMO
KNTC1
KPNA1
KPNA2
KPNA3
KPNA4
KPNA5
KPNA6
KPTN
KRAS
KRCC1
KRT23
KSR1
LACE1
LAGE3
LAIR1
LAMC1
LAMP5
LAMTOR2
LAMTOR3
LANCL1
LANCL2
LAPTM4B
LAPTM5
LARP1
LARP1B
LARP4B
LARP7
LARS
LARS2
LASP1
LAT2
LATS1
LAYN
LBH
LCK
LCLAT1
LCOR
LCORL
LCP1
LCP2
LDB2
LDLR
LDLRAD3
LDLRAP1
LDOC1
LEMD2
LEMD3
LEPROTL1
LGALS2
LGALS3
LGALS4
LGALS9
LGALS9B
LGALS9C
LGMN
LHFPL2
LHPP
LILRA1
LILRA2
LILRA4
LILRA6
LILRB1
LILRB2
LILRB5
LIMA1
LIMD1
LIMD2
LIN37
LIN52
LIN7A
LINC00173
LINC00174
LINC00299
